username;text
amy_farrah_fawler65;خانم ؛ سی و پنج ساله ساکن بندرعباس (اهل اینجا نیستم) اهل مکالمه ؛ حاضر جواب و شوخ در اکثر مواقع وسطهای راهِ پر پیچ و خم زندگی در این مملکت ؛ خسته ولی امیدوار (قصد مهاجرت ندارم عجالتا) مذهبی نیستم و با سیگار کنار نمیام و ترجیح میدم دیتم هم همینطور باشه الکل در حد محدود و معقولش اوکیه . در تلاشم ورزشکار شم :)) اوقات فراغتم بیشتر خونه و دوستای نزدیک و کتاب و فیلم؛کمتر سفر؛ کمترتر کمپینگ و اینا(مگه حمومم با خودم ببرم) به موسیقی معتادم و نمیدونم اونایی که این اعتیاد رو ندارن چجوری زندگی میکنن ! ... لانگ دیستنس نه ...فکر نکنم...  اگر برای خوشگذرونیِ موقت دنبال رابطه اید پیام ندید و اگر قراره همون اول بگید عکس قدی بده هم پیام ندید !!!!... یک رابطه ای میخوام که انقدر حرفِ مشترک و مراقبت و لذت توش باشه که دو طرف بخوان هر روز بیشتر با هم باشن و روی رابطه اشون سرمایه گزاری کنن ... البته این اتفاق قرار نیست سریع رخ بده و قاعدتا زمان میبره... عجله ندارم ...  در کل خواستم بگم رابطه ی سطحی برام کافی نیست . دیتِ عزیز اگر بهم پیام دادی همون اول خودتو یکم معرفی کن ... ببین من چقدر حرف زدم ! ؛)
shaghayegh___bookshelf;من شقایقم اهل کرمان و کرمان هم زندگی میکنم، تجربه های جدید رو دوست دارم عاشق خوندن ادبیات و سیاست و جامعه شناسی هستم، دورهمی های سالم رو دوست دارم و عاشق اینم که راهی برای رشد خودم پیدا کنم، بیست و چهارسالمه و فریلنسرم، دوستام محدود به جنسیت خاصی نیستن و گفتگو کردن راجع به بدیهی ترین موضوعات هم برام جالبه، کافه رفتن، رانندگی کردن، کتاب خوندن و غذا خوردن برام لذت بخشه 😍 مرسی که اجازه شناخت خودتو بهم میدی
sams_harif;@paria.ahmadi.2002من شما رو به دیت با پدربزرگ پیر سمی و شاشوم دعوت میکنم
mohammadsabetiii;سلام به یلدای عزیز محمدم ساکن کرمان متولد مرداد ۶۳ ، مهندسی معدن خوندم و کسب و کار خودم را هم در زمینه تولید دارم از حدود ۲۰ سالگی مستقل بودم و تنها زندگی میکنم میانگرا و دغدغه مند نسبت به اطرافم هستم مثل تمام آدمها خوبی و بدی دارم ولی همیشه سعی میکنم رو به جلو و رشد باشم اهل گفتگو و تعاملم ،شاید خوب و شاید بد کمی کمالگرا هستم ولی زندگی را خیلی سخت نمی‌گیرم ، خط قرمزم دروغه و عدم صداقت هم برای خودم هم برای طرف مقابل در طول زمان تغییراتی کردم و آدم خیلی صبوری شدم ولی اگه خیلی اذیت بشم دیگه صبوری ندارم آدم چندان مذهبی نیستم و به این باور دارم که عقاید بقیه تا وقتی آسیبی به کسی نزنه محترمه اهل سیگار و قلیون و مشروب نیستم ولی اعتقاد دارم که کسی اگه اهل اینا هست به خودش مربوطه و حق قضاوت به خودم نمیدم دوست دارم با کسی باشم که از لحاظ فکری به هم نزدیک باشیم ، پایه بیرون رفتن و پیاده روی باشه، بتونیم مسایل را با گفتگو و همفکری پیش ببریم ، باعث رشد هم باشیم تفاوت سن و سال اگه درک متقابل باشه برام اهمیت نداره ولی ترجیح میدم که با کسی وارد رابطه بشم که از خودم کوچکتر باشه *️⃣اهل قضاوت ذهنی نباشه و بتونیم کنار همدیگه خودمون باشیم و نیاز به نقش بازی کردن پیدا نشه *️⃣
yaldarta;@setareh_ir 😍😍😍
novin_gallery_abedi;@mahdiain چقدر قشنگ با سن 20 سال خودتون رو معرفی کردین احسنت❤️
yaldarta;@milaad_26 😂
yaldarta;@hdis_kh68 😍😍😍
yaldarta;@springjourney 😂😂😂
heeizar;😅😂🤦 کامنت بذاریم یا بشینیم کامنتارو بخونیم !؟
yaldarta;@zahra_ghasemi_arch 😍😍
parni_moments;چه قدر قشنگید کنار هم😍❤️
yasii.hp;چقد قشنگین کنار هم🔥❤️😍
hdis_kh68;😘
sanaz.jalili72;😍😍چه خوبین شما دوتا کنار هم.
amy_farrah_fawler65;@amy_farrah_fawler65 گفتن نداره که آی دی فیکه . با دیت مورد نظر واقعیمو رو میکنم :}
fazilati.mohammad;یلدا ممنون ازت...تو همین پست ها یار و همراه خودمو پیدا کردم❤️❤️❤️❤️❤️❤️
green_reihan;جونم😍😍😘😘
yaldarta;@green_reihan ❤️❤️❤️
marzieh_esfandiar7446;😍😍
nazanin_abot;@mahdiain خیلی خوب نوشتی...افرین👏
mojgan_attar;بخاطر شغلم،هربار از این پستها میذاری میام تا جایی که حوصله کنم کامنتارو میخونم.مواجهه آدم‌ها با خودشون و نیازهاشون بهم ایده میده. یعنی اینقدری که من از این کامنتا درس گرفتم سر کلاسای دانشگاهم نگرفتم یلدا😂
ramin.1980;سلام من رامینم چهل و دو سالمه اقتصاد سیاسی خوندم،مدیر هولدینگ خانوادگیمون هستم .ساکن شمال شهر تهرانم و ترجیحم اینه اگر قراره دیتی داشته باشم با یک نفر ساکن مناطق یک و یا سه باشه لطفا هم نیاید به من خرده بگیرید و تیکه بندازید چرا منطقه معرفی کردم با سپاس
yaldarta;@fazilati.mohammad 👏👏👏👏👏
its.about.lilis.art;@paria.ahmadi.2002 چرا به ذهنتون نرسیده که قد اقا مجتبی چقدر بلنده!در نهایت آدم ها چه نقشی تو ژنتیک خودشون دارن که پاسخ گوی این چرا ها باشند!دنیا پر از تفاوته و آدم ها تو کارخونه ها با قالب زنی و یه سایز و یه شکل تولید نمیشن!
harf3del;پسر سی و یک ساله از اهوازم یه دختر خانم با نمک😅همین اهواز خودمون خوش اخلاق که بزنیم تو سرو کله هم😁بخندیمو اینا!خودمم لیسانسم الانم شاغلم یه شرکت کارمندم!اهل کتابو شعرو اینا هم نیستم که همه اینجا میگن 😆کاملا ساده ام بی آلایش خاکی😂😂خدایی پسر خوبی ام اگه دختر خانم خوبی بود خوشحال میشم آشنا بشیم😍😍😍
turquoise.397;😍
sachlaar;منم از اینا مبخام😢❤️
yaldarta;@yasii.hp 😍😍😍
jimcollect;به‌به،این پست‌های جذاب یلدایی😁.
minoo.3363;طبق معمول همیشه کسایی هم که دنبال دیت نیستید و فقط اومدید کامنت بخونید تشریف بیارید بوفه در خدمت باشیم یه چایی و کوکی دور هم بزنیم 😂 بفرمایید 🫖☕️🍪🍩🧉🧃🧋🥤🥃🥂🍻🍺🍹🍸🍷🍾🍶🍵🥛🍯🍮🍭🍬🍫🥧🧁🍰🎂🍨🍧🍦🥡🥠🥟🍡🥮🍥🍤🦪🍣🍢🍠🍝🍜🍛🍱🍿🥗🥣🫕🍲🥘🍳🧆🥙🫔🌯🌮🥪🌭🍕🍟🍔🥓🥩🍗🍖🧀🧇🥞🥚🥯🥨🫓🥖🥐🍞🌰🥜🍄🥦🥬🫑🌽🥕🥔🥑🫒🍅🥥🥝🫐🍓🍒🍑🍐🍏🍎🥭🍍🍌🍋🍊🍉🍈🍇 این سری حتی برای وجترین و وگان ها هم تدارک دیدم 😂
siamak.khoshniyat;از کتاب و کتابخوانی اومدیم به دیت و دوست یابی و این چیزا؟ من متوجه این تغییر نمیشم 😏
niloofar.e;خودتون عشقید! امیدوارم هر دو نفری که این زیر با هم مچ میشن مثل شما بهترین بشن
zohrevamasoud7;متاهلم ، اومدم یه موز بردارم و برم 😊😍😂 از ته دل امیدوارم همگی یار و همراه و رفیق و عشقتون و پیدا کنید 🙏🏻 من و همسرم هم از طریق اینستاگرام همدیگرو پیدا کردیم از دو کشور مختلف و هر آخر هفته نزدیک سیصد کیلومتر رانندگی می‌کرد میومد شهر من تا همدیگرو ببینیم 🥰 و ای کاش خیلی قبل تر همدیگر و پیدا میکردیم و میدیدیم و آشنا میشدیم 😍 خدا رو شکر میکنم و الان پنج ساله با هم زندگی میکنیم بدون هیچ مراسم و بریز و بپاش و گور بابای حرف مردم 😁
sahar.k.s;@sams_harif 😄ببخشید نتونستم جلوی خندمو بگیرم از پیشنهاد خوبی که دادید بهشون...
ayda_rty;بم خیلی خوش میگذره وقتی میشینم کامنتای اینجا رو میخونم😂🤦‍♀️
elhamjamshidpey;یلدا جون میشه دایرکتت رو چک کنی یک پیغام مهم بهت دادم😅 ممنونم😍
b.h.niya;قشنگ و مهربون😍😍
nargessjamshidi;@sams_harif 😂😂😂😂
iam__ftm;@ngin.kianirکدوم شهرید؟
fnhesari;😍
azami_fateme64;@sams_harif 😂😂😂😂
fa.teme672136;پس چرا من همش فکر میکردم شما هم قد هستین😁 😍😍😍😍 خیلی قشنگین
amy_farrah_fawler65;@amy_farrah_fawler65  خب منم پین کن . باور کن یک هفته اس چنبره زدم روی پیجت :))))))) آدم انقدر امیدوار کمه به خدا
_estrella_0110;@paria.ahmadi.2002 کوتاهی قد مهم نیست، کوتاهی مغز و دید، بسیار تن چشمه. جای امثال شما تو این پیج نیست. براتون طلب آگاهی دارم.
faezeh.0074;@springjourney 😂😂😂❤️
atiieh_bkhtrii;شما دو نفر چقدر قشنگین. یلدا جون چقدر با ظرافت و زیبایی 😍💖
nargessjamshidi;@paria.ahmadi.2002 نگاهِ بهتری برات آرزومندم..!
nactaranv;دم اونایی که کامنت میذارن توضیح میدن گرم واقعا،به نظرم خیلی کار سختیه!
sheyda.safari1388;شیداهستم وشیراز زندگی میکنم ۴۵سالمه ودنبال یه دوست متعهد صادق وکاردرست هستم تا تنهاییمون باهم پرکنیم میدونم رنج سنی من کم هست اینجا ولی ترجیح میدم تفاوت سنی زیادی بینمون نباشه پس لطفا دهه شصتی ها دایرکت نیان مرسی😂
narges.mzii;من کارم با پارتنر حل نمیشه 😂بیشتر به اکیپ دخترونه نیاز دارم که هندل شیم برا بیرون رفتن,کتابخوندن ، ورزش کوه سفرهای یه روزه و...راستی شهر اصفهان:)
navid_belona;🔥 و آدم کیمیاگر است او می تواند روحی لطیف و نورانی را از دلِ کوه های سرسخت ِ زندگی استخراج کند....
_yasgoli_;خوشحال میشم یه سر تشریف بیارین و پیجمو ببینین😍❤💫
mahdie_mohamadi2022;سلام. من مهدیه نیستم و این پیج فیکه. از دخترای متولد اوایل دهه شصتم و ساکن مشهد. شاغلم. میگن مهربونم و اهل تعامل و ارتباط. از مصاحبت و شوخی لذت میبرم و دوست دارم طرف مقابلم هم خیلی سکوت نکنه و با هم زیاد گپ بزنیم. شاید آدم ها در اوایل رابطه خیلی نتونن با هم از هر دری سخنی بگن اما تلاش برای برقراری ارتباط برام اهمیت داره، نه اینکه سکوت کنی تا کشفت کنن!  احترام، صداقت، تلاش برای بقا رابطه و تعهد برام خیلی مهمه. برای خرج کردن احساسات و عواطف در رابطه ارزش زیادی قائلم چون طرف داره از دلش مایه میزاره. اهل سیگار و مشروب نیستم و با دود حالم بد میشه. علاقه به فیلم و کتاب و طبیعت گردی در حد معمول دارم. شعر خیلی دوست دارم. حالم با شعر و موزیک خوب میشه. عاشق غذام ولی وزن نرمال دارم!  اهل قِر و قمیشِ زیاد و میکاپ های غیر طبیعی نیستم اما به قول پشه سفت هم نیستم 😉. شاید کلیشه ای باشه که بگم هدفم از ارتباط آرامش هست اما واقعا دنبال یه رابطه ام که وقتی هر کدوم از دو نفرِ رابطه بهش فک میکنیم لبخند بیاد رو لبامون و ته دلمون یه آخییش بگیم😊 در آخر تشکر از یلدا جون بابت مهربونیش ❤
negar.shahab;بخدا که تو همین وضعیتم😂😂
faezeh.0074;@nactaranv دقيقا موافقم 😬
_.herdaughter._;@sams_harif 😂😂😂😂😂عااالی بود
golnaar66;یلدای عزیزم من چقدر تو رو دوس دارم آخه دختر.....ماچ به اون صورت ماهت
fatemeh.moghari;@somi.dehghan منم سمى😬❤️
mah.ai74;میدونی یلدا،گاهی یه فعل و انفعالاتی تو ذهن و قلب و ناخودآگاه آدم رخ میده که نمیتونه باور کنه میشه دوست داشتن و رابطه ی خوبو دیگه تجربه کرد.هروقت که این سری از پست هارو میذاری دچار سردرگمی میشم که این همه آدم چطور میتونن این حس خوب اعتمادو توی وجود خودشون پرورش بدن و ازش نگهداری کنن ...!من حس میکنم تا زمانی که این حس درون آدم وجود نداشته باشه وقتش نیست که بخواد با کسی باشه حتی اگه حس کنه که واقعا نمیخواد تنها باشه...
fouadyoga;😍👌
somi.dehghan;@fatemeh.moghari تمام کیف این پست های دیت یابی برای من همینه والا 😍😂
sheyda.safari1388;عزیزم شما ماهی یه بار این پست دیت روبذارید وسینگل ها رو به هم برسونید😂😂
ati_mlm;سلام ساکن لاهیجانم و به کتابخونی، پیاده روی، دو و ورزش دور استخر لاهیجان علاقه دارم رفیق دختر پایه می‌خوام که همراهم بشه
_somayeh.h_;یلدای عزیزم.. من پارتنر دارم ولی از پست های قبلیت که دوستم رو توش تگ کردم یه رابطه ی خوب در اومد که خودم بیشتر از اون دو نفر ذوقش رو دارم 🥰 هر چند که شیرینیش رو هنوز به من ندادن.. 😒😏 ولی خبببببب.. توصیه میکنم بقیه هم دوستای مجردشون رو اینجا تگ کنن. یا حتی اگه کسی خودش خجالت میکشه حرف بزنه از دوستش بخواد اینجا تگش کنه و از خصوصیاتش تعریف کنه.
elahe36936;😍😍👏👏
yaldarta;@golnaar66 😍😍😍😍
atefe_haji_pv;@somi.dehghan وای منم از خوندن کامنتا کیف میکنم 😍
ngin.kianirad;@ngin.kianirad کرمانشاه
melika_jalinous;@ngin.kianirad منم
mehriraghamiii;خب بشينم ببينم كي كي رو پیدا ميكنه😂😍
armanraisi.eng;بیاید زیر این پست یلدا بلکه بختتون باز شه، پرچم اصفهان بالا. علی برکت الله 😂
somi.dehghan;@minoo.3363 عاشقتم 😍
leila_mirbagherii;یلدای عزیز.یه چیزی توی این کامنتها عالیه.واون ازنکه چه قدر مهمه آدم خودش رو بشناسه.اینکه ادمها از نکات ربز خودشون لینجا مینویسن یعنی خودشون رو میشناین و تکلیف فرد یافته شدشون هم باهاشو معلومه.مرسی از این همه اگاهی و مرسی از تو 😊👌🥰
fatemeva;@narges.mzii پیشنهادم اینه که یه سر به پست دوست یابی تو همین پیج بزن
mona.vala;@paria.ahmadi.2002 شما واقعي هستي؟ يا يه ربات بی ادبی؟
forooghhadad;@amy_farrah_fawler65 چه معرفی خوب و شیک و جامعی بود
sohiii_art;😍👌🏻 خیلیم عالی، خودم هیچ وقت کامنتی نذاشتم ولی همیشه کامنتارو میخونم😁👌🏻
e.zahra.i;سلام. زهرا هستم🙂. سی و چهار سالمه، کارشناس ارشد زبان انگلیسی و شاغلم. تهران زندگی می کنم و عاشق سفر و طبیعت و عکاسی ام🍃🌍📸. پرجنب و جوش و میان گرا هستم و ورزش و کتاب و فیلم رو هم دوست دارم. زندگی مجردی خوبی دارم اما بنظرم تو شلوغی این دنیا، داشتن یه یار عاطفی و رابطه جدی، معنای بیشتری به زندگی میده. 🌼دوست دارم لحظاتم رو با کسی که تیپ شخصیتی و روحیاتمون متناسب باشه، بگذرونم.
1.inner.peace.e;چه خوبه پستت یلدا جون🔥❤️منم مجردم،ولی حوصله رابطه ندارم.الی،مشهد،متولد۶۸،جدا شدم،اگه جمع دوستانه قشنگ و دورهمی فان دارید،من هستم😍
b.noushin;چقدر دوستون دارم💞💕💞💕
iamsheis865;سلام. من یه دختر متولد ۶۷ هستم، تو یه اداره به عنوان کارشناس مشغول به کارم، موسیقی خیلی دوس دارم و حتی باهاش درسم میخونم، علاقه زیادی به فیلم و سریال دارم، از بچه گی ورزش میکردم و خیلی رشته ها رو امتحان کردم ولی هیچکدوم حرفه ایی دنبال نکردم، یکی از چیزایی که واقعا حالمو خوب میکنه رفتن به طبیعته، خیلی دختر حساسیم سعی میکنم خوشحالیمو بروز بدم ولی ناراحتیمو نه، حوصله آدمهای انرژی منفی رو ندارم و سعی میکنم خودم همیشه حتی با لبخند بی جا زدن به بقیه حال بقیه رو خوب کنم، تیپ و ظاهر هم واسم مهمه که همیشه خوب باشم اما واسه دل خودم نه نظر دیگران
t.kavelkar64;👏👏👏👏
elahe_m0hammadi;عکستون😍😍 حقیقتا این که دختر از پسر کوتاه‌تر باشه بسی جذاب و گوگولیه😍😍 ماچ به جفتتون 😘😘
zohreh.sayenpour;😍 قشنگا
t.kavelkar64;جالبه این پیج 👏👏👏
z.kaazemii;😍😍
rasoul3.14;بعضیا مث برنامه آشپزی انگار متن را از قبل آماده کرده بودن. الان فقط چند دقیقس از انتشار پست گذشته و میبینم بعضیا یه طومار متن گذاشتن 😂😂😂
mohegh1981;@paria.ahmadi.2002 آقا بلند هستن، مگر نه قد ایشون کوتاه نیست
qzleamani;@narges.mzii چرا تهران نیستی😞😭یا من چرا اصفهان نیستم
pantalaraa;تا کامنتتو خوندم یه کاسه تخمه زده بودم😂😂😂🙌
azami_fateme64;😍😍
abbas61;@minoo.3363 😂😂
hanieh.gym;@ramin.1980 شوگر دددی 😂
afsaneh.mirzaeiii;سلام خیلی باحاله ولی اینجا فقط خانم هستن که🙃
marziehbaghery;@ngin.kianirad چه چیز خوبی گفتی کاش پست دوستیابی هم می ذاشتن
yaldarta;@rasoul3.14 اماده بودن😂
m__niloufar;چقدر شما دوتا کنار همدیگه قشنگید❤️
yaldarta;@b.noushin 😍😍😍😍
mahyaaarmirkeshvari;سلام خدمت اونایی که عاشقانه دوست شون دارم 😍🔥
ramin.1980;@hanie426 😂😂😂
abbas61;@abbas61 حتما باید میگفتین اینو😂😂 دنبالش هستم اما
nazanin._.nnn7;چرا احساس میکنم این سبک آشنایی و رابطه خوشایند نیس 😢😢
fatemeabbasii3;@paria.ahmadi.2002 یخورده کاش رو طرز تفکرت کار کنی،یا حداقل تو ذهنت هی پیش خودت تکرار کن آیا به من ربطی داره اصلا؟!اونوقت میبینی نه و سکوت کمترین کاریه که میتونی انجام بدی!😊
qzleamani;@minoo.3363 😂😂به به
yaldarta;@mehriraghamiii 😂
afsaneh.mirzaeiii;کسی از تهران اهل گردش و سفر و طبیعت باشه خوشحال میشم بریم باهم
maede_ebrahimi1375;@minoo.3363 با ليوان چاى و اوتميل در بغل رسيدم خدمتتون🤣
somayehakhlaghii;@minoo.3363 😂😂کافه چی همیشه فعال در صحنه 😍🔥
moon0bunny;@narges.mzii منم هستم🙌
afsaneh.mirzaeiii;👏👏👏👏
yasimo___;@minoo.3363 باقلوا رو پیدا نکردم اما بیا یه چای باقلوا بریم بزنیم🤌🏻
afra_fit;من ی دختر پرانرژی ام که هر روز تو باشگاه پیدام میکنی. متولد شصت و نه مربی بدنسازی تهرانم. عاشق آدمای پرانرژی و فعالم و بهتره که درونگراها سراغ من نیان. اهل مهمونی و سفر و خوشگذرونی و پیاده روی و کافه گردی ام در عین حال به فکر آینده ام هستم. اینم بگم طرفدار سرسخت مستقل بودنم و بهتره منزل شخصی داشته باشه. اولویتش رابطه باشه و مثل من بخواد همه چیز و با هم تجربه کنیم. سخت کوش و هدفمند باشه. شاغل توی ارز دیجیتال هم نباشه🤦🏿‍♀️😂 مذهبی نباشه و گرایشاتش ماورایی نباشه.امروز حرف میزنه فردا تغییرش نده و بدونه برای چی وارد رابطه شده. حالا توی دوستی بریم جلو اگه اوکی بود چشم ازدواجم میکنیم😂 بقیشم : من حالا چیزی ندارم باشه برای بعدا🙏😁
padideeeh;چه عکسی کیف کردم 🥰
maryam_i_18;برای بار دوم عرض میکنم…عزیزم کوجایی🤭
3yed.mehdi;بعضی شهرا انقدر مخاطب کم هست که باید استانی دنبال دیت گشت،
moon0bunny;@nactaranv من فقط تونستم سنمو بنویسم دیگه بیشتر از اون در توانم نیست😂
minoo.3363;@somi.dehghan عزیزممم 🥲❤
maryampf5;مگه کتابخونا احتیاج به دوست ندارن؟؟؟؟
nazanin._.nnn7;من دنبال پارتنر نیستم اما خوشحال میشم بتونم دوستای خوبی از این طریق پیدا کنم 😍
kooch_baft;در راستای حمایت از دیت یاب های عزیز 😁 میتونید بعد از آشنایی و برای دلبری بیشتر، یه کار دست ساز برای یارتون سفارش بدید 😋💖
elahe_m0hammadi;@minoo.3363 یعنی سری میدویی میای بساط می‌کنی😂😂 به‌به می‌بینم منو جدید دارید خانم، مرسی از توجه شما به گیاهخواران 😍
yaldarta;@niloofar.e 😍😍😍😍
mohajersamira;@mah.ai74 نمیشه منتظر بمونی که این حس در وجودت نمایان بشه باید خودت دست به کار بشی .شناخت شخصیت و زوایای ریز و درشت وجودت و اخلاقهات خیلی کمکت میکنه و از همه مهم تر رفتن پیش مشاور .بدون ریشه در کودکی ماست که نمیتونیم بفهمیم چی میخواهیم .پس منتطر نمون برو تو دل ماجرا .تا دیت نری و حرف نزنی و معاشرت های متفاوت تجربه نکنی خیلی از تجربه ها رو بدست نمیاری .
najmeh_jahromi_65;یلدا جان تو پست دوست یابی اولِ سال من چند تا دوست خیلییییی خوب پیدا کردم در شیرازِ جان 🤗🦋.واقعا مرسی ازت.💙🙏
hadis.m.amini_;من برم تخمه بیارم🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️
alikarimii98;یک یار مشهدی بیاد دایرکت باهم آشنا شیم. یک بارم شده یار منو انتخاب کنه بیاد دایرکتم. اینطوری فک میکنم هیچکس منو دوست نداره🙃💔🩹
minoo.3363;@abbas61 اشکال نداره بوفه برای شما هم بازه 😂
i.kh.71;@narges.mzii you can count on me 🙌🏻
aaniishaaa;سلام یلدا جان 👏😍 انیس هستم ۲۳ ساله اهل خوزستان ماهشهر لیسانس مهندس معماری- کاراموزمعماری و در مسیر طراح گرافیک شدن-  در آمدم معمولا از طریق کار دانشجویی و شغل ثابت ندارم
minoo.3363;@qzleamani 😂😂❤️
criminal_mz;چ زوج زیبایی 😍 مثل همیشه عالی استاد🔥
davood_asnaashari;@mojgan_attar ندزدیمون حالا😂
elahe36936;یلدای عزیز😍😍
i.kh.71;@moon0bunny me,too!
__about.sunva;آخ جون پیام هارو بخونم توی ذهنم شخصیت هارو بسازم و یادبگیرم چطور خودمو بشناسم و بشناسونم 😍
diary.of.firouzeh;😍جانم ب شما دو تا قشنگ.. بمونید برای هم ❤️
minoo.3363;@maede_ebrahimi1375 ☕️🥣 بفرمایید 😂
lifearound_me_;من چون تو پیجم گفتم این ماه دو سه تا دیت خوب میرم فالورزای گلم ریختن دایرکتم که بیا یلدا پست دیت یابی گذاشته. میخوام عین اینایی بشم که تعارف میکنن بهشون بیا وسط برقص و اونا هی انکار انکار انکار ولی وقتی بلند میشن دیگه مجلسو آتیش میزنن و به زور میشینن:)))
somayehakhlaghii;😍 عشقتون پایدار
shahrzad_bhrz;@ramin.1980 منم ساکن شمال اروپام لطفن فقط کسای که اروپا ساکنن مخصوصن شمالش بهم پیام بدن🤣🤣
nactaranv;@moon0bunny عالیه خیلی هم خوب نوشتی😂
yaldarta;@siamak.khoshniyat اگه کتاب می خونید که رابطه نداشته باشید باید برید کلیساهای قرون وسطی 🫠 رابطه یکی از مهم ترین بخشهای زندگیه.
minoo.3363;@somayehakhlaghii یه نفر قبلا بهم گفت شما همونی که سری قبل هم بوفه زده بودی ؟ 😐😂
_.herdaughter._;عشقتون پااایدار❤️
badiei.zahra;به به که عشق آسان نمود اول ولی افتاد مشکل‌ها ❤️❤️❤️😍😍😍😍😍😍
