username,text
minoo_bloger,"😍😍😍😍😍😍😍
 ╯▅╰╱▔▔▔▔▔▔▔_ 
▕▕╱╱╱╱╱╱╱╱╱╲╲
▕▕╱╱╱╱╱╱╱╱┛▂╲╲
╱▂▂▂▂▂▂╱......╱┏▕╋▏╲╲
▔▏ ▂┗┓▂▕▔┛▂┏ ▂▕▔.
.▕▕╋▏▕╋▏▏'┏▏▕╋▏▏
زندگی خانه ایست
با هزاران پنجره
دلت را به‌سوی هر 
کدام بگشایی
زندگی سهم تو را از 
همان‌جا می‌دهد
پنجره ی عشق را بگشا
که وجودت را از آن سرشار کنی..
@minoo_jabariyan
 ╯▅╰╱▔▔▔▔▔▔▔_
▕▕╱╱╱╱╱╱╱╱╱╲╲
▕▕╱╱╱╱╱╱╱╱┛▂╲╲
╱▂▂▂▂▂▂╱......╱┏▕╋▏╲╲
▔▏ ▂┗┓▂▕▔┛▂┏ ▂▕▔.
.▕▕╋▏▕╋▏▏'┏▏▕╋▏▏"
mahdie_shahhossini,چه جالبه این حرکتتون ❤️😍
fatima.t1985,شهر دامغان هستم. از استان سمنان.
rana_fz,@sona_fz
rey_shabaram,سلام☺️من ریحانه ام بیست و پنج سالمه و هنر دوستم و روحیه ی لطیفی دارم 😊مهربونم ، آرومم و اهل سفر هستم 💥خوشحال میشم بتونم دوستای خوبی پیدا کنم 😍
fatemehmussavi.life,من برم یه چای بریزم بیام کامنت بخونم😂
azadeh1803,بابا خيلي خوبي يلدا جون آپشن اضافه ميكني 😉😘
lilisatravel,سلام دوستان. لیلی هستم ساکن کانادا دانشجوی رشته سفر و گردشگری🖐 @yaldarta مرسی یلدا جان خوش فکر❤️
yaldarta,@lilisatravel به نظرم بیشتر از خودت بگو
hanie.j.a.f.a.r.y,حانیه هستم روانشناس کودک از کرج دوست دارم یه رفیقی داشته باشم که بشه بهش اعتماد کرد و راحت مشکلاتت بیان کنی و اهل تفریح باشه
karsan._.99,@karsan._.99 اهل کار و پیشرفت و دوست دارم رفیق های خوبی داشته باشم که بشه باهاشون همفکری کنم
b0a0h0a0r,خب من سریع اولین کامنت رو بزارم 😆
fahimeh.bazrafkan,رفیق❤️
yaldarta,@fahimeh.bazrafkan ❤️❤️
hojresofal,اخی🥺🥺فکر کنم برای اونایی که خارج از کشورن خیلی خوبه🔥❤️
_naaa_zaniiin_,🙌
karsan._.99,"سمانه هستم بابل از شهرهای مازندران 
شاغل و مدیر کیفیت"
parastoo.mmg,@fahimeh.bazrafkan موهای قشنگت 😍✨
alvanianreza,🔥
rahaeew,با دیسک پاره و چای به دست اومدم کامنت بخونم 🤍
_s_javaheri,😂😂😂👏
fa.rsh_,چه خوب😍💎
_s_javaheri,🤍❤🤍❤🤍❤🤍❤
zahra._.irnp,@mayeliza1363 سلام ای کاش نارمک بودی
shadi.e.shad,ای بابا همه که ایرانن😢
yaldarta,@azadeh1803 😍😍😍
mersena_crossstitch,من کرجم.خیلی اهل بیرون رفتن و گشت و گذار نیستم چون خیلی درونگرام.بنابراین اصلا نمی‌دونم چرا کامنت گذاشتم😂😂😂😂
ferdos.zn,به تازگی یوگارو بصورت اصولی شروع کردم و خوشحال میشم دوستانی باشن که باهم تمرین کنیم و از هم یادبگیریم. اهواز هستم.
atiye.farhadiiii,من تهرانم کارمندم از شنبه تا ۴ چهارشنبه سر کارم تا بعد ازظهر،دلم یه اکیپ میخواد هر از چند گاهی دورهمی بزاریم،هر وقت اوضاع مالی خوب بود سفر بریم، باهم رودرواسی نداشته باشیم البته نه که هرچی از ذهنمون گذشت به هم بگیم بعد ادعای رُک بودن کنیم،هوای همو داشته باشیم حال دل همو شاد کنیم و اینکه من با خانواده زندگی میکنم(خونه مجردی ندارم) و ۳۲ سالمه و مجرد اهل دود و دم و مشروبات الکلی هم نیستم
mrs_sherry20,سلام، شهرزادم از کرج، فوق لیسانس معماری ام تو رشته خودم کار نمیکنم، عاشق کتاب فیلم سینمایی سریال دیدن، قهوه پیاده روی، کافه گردی، مشتاقم ی اکیپ شاد باحال بسازیم که دورهمی های شاد و بدون حاشیه و گفتگوهای باحال داشته باشیم
rahaeew,تا یک زمانی از ایجاد رابطه های تازه می ترسیدم اما جدیدا مشتاق ایجاد روابط دوستانه جدید شدم ، دنبال حال و هوای تازه ، معاشرت های جدید و خنده های از ته دلم .مشهدیم ، خیلی اهل بگو بخند و شوخی ام .رعایت حد قرمز روابط برام خیلی مهمه . دوس ندارم با رفیقم دنبال هجویات و مسایل به درد نخور باشم . ترجیحم خوش گذرانی ، زندگی ، خنده است و در کنارش سعی کنم به هدف هام برسم ، دنبال  راه های تازه ، مسیرهای جدید زندگی ، ا‌دمای شاد و خنده رو . از ایجاد تنش بدم میاد . از اینکه از تو حرفا حرف دربیاد بیشتر بدم میاد . دوس دارم رفیقم هم روحیه من باشه ،پایه ، خنده رو و تلاش گر . احساس میکنم تو این مقطع از زندگی که دو ماه دیگه سی ساله میشم ، نیاز به یک زندگی شادتری دارم 🤍
arghavan_alv,@_elahehooshmand  خوشوقتم(: دوست دارید از خودتون بگید آشنا بشیم؟
samaaa_qadiri,من تهران زندگی می کنم به تهران گردی و قدم زدن تو شهر،کافه رفتن و امتحان کردن جاهای جدید و صحبت درباره موسیقی و کتاب های ادبیات داستانی علاقه دارم اگه اهل گپ و گفت هستید فارغ از جنسیت خوشحال میشم وقت بگذرونیم
a_m__a1991,تهرانم،کیانا. یه آدم درست ک واقعا دلی بشه باهاش معاشرت کرد و به اعماق اندیشه ها سفر کرد و خسته نشد،بال باشه واس حالِ خوب.ذهنش باز باشه بدور از هرقضاوتی.من خیلی ارزش میدم ب جزئیات وجود آدما ولذت میبرم از کسانی ک خودشونم اینجورین
samiramoradi_academy,❤️
saba.sadegghi,چه خوب.منم کرجم.تصویر سازم...ازدواج کردم و هشت ماهه که مهاجرت کردم کرج🙌🏻
kiana_tanghatar,چه عالیی😍👏👏 من ساکن لاهیجانم و شاغل هستم،  اوقات فراغتم عاشق طبیعتگردی و مسافرت و خوندن کتاب های اروین یالوم هستم.
asalkiaa,👏👏
amir_afroozeh,امیر هستم ۳۴ ، مهندس ارشد شرکت زیمنس،هلند زندگی میکنم. عکاسی، خطاطی و موزیک‌کار‌میکنم. خیلی دوست دارم دوستی داشته باشم که با هم گیتار بزنیم و عکاسی حرفه ای انجام بدیم.
saba.frhd,سلام سبا هستم بیست و سه ساله ساکن تهران و لیسانس معماری دارم و دانشجوی ترم یک ارشد  معماری اسلامی هستم.بسیار درونگرا و خجالتی‌ام و دوستایی که در حال حاضر دارم منو پیدا کردن و من پیداشون نکردم🤣در کل شروع دوستی و صحبت واسم سخته و بقیه باید شروع کننده باشن تا یه مدت که بگذره به قولی یخم آب بشه و بتونم صمیمی بشم.همین دیگه😁
t_besharat,من اکیپ دخترونه میخوام،کرمانشاه،شاغلم ،وقت آزادم کمه،اما پایان هفته رو میتونیم خوش بگذرونیم😍
rozafarahani,"یلدا  کاش میشد هممون رفیق خودت باشیم. 😢اخ که چه خوب میشد . 

… به قول کلاه قرمزی : کاش من دایناسورت بودم"
lilisatravel,@yaldarta چشم🥰  نویسنده م ، شعر میگم، گوینده ی  رادیو هستم و صدا پیشه،  عاشق سفرم ، ایران که بودم با عشق ایرانگردی می کردم  مهاجرت که کردم فعلا درس می خونم و برنامه ریزی می کنم برای سفرهای بیشتر در آینده ، عاشق آشنا شدن با آدمهای اهل سفر و ماجراجوئم ، دیگه چی بگم😅
elahe_alz.67,سلام الهه م ساکن محمودآباد…از حرف زدن و‌معاشرت و خندیدن با آدما لذت میبرم…ازینکه آدمای جدید ببینم و بشناسم فوق العاده استقبال میکنم…😍❤️مرررسی یلداجان😘
yaldarta,@hosseinhooshyar 😍🙌
shhnry,@samaneh__karimian عزیزم 😍
dr.shin.mim,سلام. من شیرازم ۲۵ سالمه ، دانشجوی سال اخر پزشکی ، دوست دارم یه اکیپ با دوستای خوب و باحال و صمیمی داشته باشم که یه عالمه دورهمی و مسافرت و حال خوب رو با هم تجربه کنیم:)))
zohre647,سلام منم کرج هستم و کامنت گذاشتم به امید دوستی های امن و خوش🙂
pegah_brz,چه قدر خوبی شما😍سلام دوستان،پگاه هستم ۳۳ ساله از شهر زیبای شیراز،تفریحم ورزش و کوه و دل طبیعت رفتنه و وقت پیدا کنم حتما کتاب میخونم🙈از دوستیای جدید استقبال میکنم☺️
zohre.kowsari94,@fatemehmussavi.life آره منم دقیقا تو همین وضعم 😂بهر تماشا اومدیم کلا
el.shahkhah,سلام الهام هستم از زابل( سیستان و بلوچستان)  ۲۸ سالمه ، متاهل، معلم فیزیکم ،وقت خالی داشته باشم کتاب میخونم از آشنا شدن با ادم های جدید استقبال میکنم دنبال یه رفیق صمیمی ام ❤️
mrs_sherry20,سلام منم کرج هستم 🙌
del.aram__2021,اول از همه بگم به به چه عکس قشنگی😍 بعد اینکه من ۲۲ سالمه اصفهانم، برای دوستی دنبال کسایی هستم که کنارشون بشه خودمون باشیم، موضوع صحبتامون غیبت و بدگویی دیگران نباشه ، کسی که هدف داشته باشه، مهربون و خوش اخلاق باشه، احساسات طرف مقابلش رو تو کارها و حرفاش در نظر بگیره، آدمی که همیشه تو رفاقت دنبال حساب کتاب باشه بین دوستانم داشتم و این یکم اذیت کنندس مثلا اون دو دقیقه دیر جوابمو داد بذار من ده دقیقه منتظرش بذارم، خوش خنده هم باشه جور در بیایم😁🤗 و اینکه ممنون ازت یلدای نازنین چقدر این مدل پست ها خوبه❤️
yaldarta,@pouya_omidali چه بهتر 😂👏 به نظرم بهترین نوع دیت می تونه همین باشه
white.morning,آخ چه جالب همین امروز داشتم به این فکر میکردم که چقدر به دوست هم فاز خودم نیازم😍 خب اول بگم که از اهوازم دوم اینکه دخترم در دهه ۳۰ از روحیاتمم بگم که دنبال یه دوست شاد و مهربونم بزنیم بیرون معاشرت کنیم بخندیم و قابل اعتماد هم باشیم 😍
itsniloofar.k,سلام، من نیلوفرم، ۳۴ سالمه، متاهلم و از اول کرونا اومدیم رامسر زندگی کنیم، دنبال دوستی میگردم که باهم بریم پیاده روی، کافه و دریا و معاشرت خوبی داشته باشیم. تفریحاتم موسیقی، سریال دیدن و وقت گذراندن با خانواده است.
yaldarta,@z3z.ent_ 😍😍😍
arghavan_alv,@arghavan_alv تفریحات طبیعت‌گردی کوه  خیلی لذت می‌برم همینطور کافه‌گردی بافت تاریخی( تاریخ خوندم) و تئاتر و سینما. دیروقت بیرون نمی‌مونم.
royamyousefzadeh,فقط یه چیزی هست من سخت اعتماد می‌کنم نمیتونم برم تو دوستی با یکی به این راحتی چاره م چیه
aminaghaiie,در زمینه های روانشناسی و مدیتیشن و سکوت ذهن و بیذهنی و بیداری هم کلی حرف دارم میتونیم باهم بزنیم اطلاعاتمونو به اشتراک بذاریم هر کی هست دستا بالا😍
mahsa.ramii,آپشن جدید😍
zahra.s.h_,@_ma._.ri._
yaldarta,@niyoosha_yekta جونم 😍
zohre647,سلام دوستان من اینجا بیشتر از خودم برای پسرکم که پنج سال و سه ماهشه دنبال یه دوستم البته ما مامانها هم از این دوستی بهره می‌بریم 🙂 با توجه به کرونا این چند وقت برامون سخت گذشته و دلم میخواد یه دوست  وهم بازی داشته باشه که بشه باهم وقت بگذرونن ما ساکن کرج هستیم🌿
atef.ee,سلاام من تنکابن مازندران زندگی میکنم، اهل دورهمی، کافه رفتن و طبیعت گردی و کمپ و سفر و در کل تفریحات سالم هستم😁 سعی میکنم دوستی هام رو هم ساده اما سالم پیش ببرم و دوس دارم هرجا که هستیم در کنار هم لحظات شاد و خاطره خوب سازیم، توی دوستی هام هم معمولا محدودیت سنی نیست و با همه سن آدمی جور میشم( البته آدمهایی که بی ریا باشن و دنبال دردسر نگردن ) 😎 با تشکر🥲
mayeliza1363,زهرا هستم از تهران باغ فیض یه دوست پایه میخوام که سحر خیز باشه هر روز صبح بریم پیاده روی😍
forutanmezon,چه چیزای خوبی نوشتین .مرسی😍
z3z.ent_,همه مشغولن ولی فقط نگاه و توجه مجتبی بهت یلدا😍
aminaghaiie,من رفیق پایه برای کال آف و ترید میخوام هر کی هست دستا بالا 😍
v.m.imani,من ودیعه ۴۸ سال متاهل یک پسر ۱۷ ساله دارم ..مشهد ساکنم علاقمند به طبیعت خنده شادی رقص  علم روانشناسی مثبت گرا و آموزه های دکتر جو دیسپنزا
blue_berry1990,@lili_daily_life سلام منم اسمم سحر تهران هستم پایه همینایی که گفتی هستم خوشحال میشم اگر تمایل داشتتید دایرکت با هم آشنا بشیم
pouya_omidali,این دوستی ها دیت میشه آخر سر😂
ranaa_mzd,رعنا ۲۶ سالمه از کرمان - یه سگ کوچیک دارم که خیلی بهش وابسته ام و خیلی شیطونه --- دوست خووب می‌خوام که وقت بگذرونیم و خوش باشیم و چه بهتر که یه اکیپ دختر یا مختلط باشیم ☺️
faeze.n_p,سلام خود کرمان هستید؟
elahe_m0hammadi,ای جونم چه عکس جذابی😍😍😍 کپشن خیلی خوب و به جا بود و اون تیکه ماری‌جوآنا خیلی خوب بود😂😂من که همین الانشم رفیق کم ندارم ولی خب از اونجایی که برون‌گرا هستم، آشنایی با آدم‌های جدیدی که بشه باهاشون هم کلام شد و صحبت مشترک داشت جالبه. من شیرازم. چندماه دیگه سی و دو ساله میشم. گیاهخوارم ولی تو ارتباط با آدم‌ها گیاهخواریشون برام ملاک نیست مشروط بر اینکه شعور برخورد با من و سبک زندگیم رو داشته باشن، دغدغه‌های محیط‌زیستی دارم و سعی می‌کنم کمتر اسیب‌رسان باشم. از پیاده‌روی تو یه مسیر طولانی به شدت خوشم میاد. اهل طبیعت‌گردی و کوه رفتنم و یه نیمچه  پرنده‌نگرم😄 فعلا هم از کار قبلیم اومدم بیرون و در پی یافتن و انتخاب یه کار جدیدم که به روحیه‌م بخوره، تو موسیقی ترجیحم موسیقی‌های خارجیه و فیلم و سریال دوست دارم بخصوص وقتی یه پایه برای دیدنشون داشته باشم، البته چند وقته بی حوصله شدم برای این مورد ☹️
hodeyseh.asadollahi,حدیثه هستم. ۴۵ ساله از تهران. یه رفیق کتابخون اهل مطالعه. علاقه مند به ادبیات و شعر و موسیقی میخوام.حتما خانوم باشه. بریم گاهی بیرون با هم حرف بزنیم و قهوه ای بخوریم. مرسی یلدا جون بابت این فرصت قشنگ
nedasaremi6110,ندام،  مدرس زبان، و هنرمند ، دنبال یه نفر یا یه اکیپم که بتونیم هر ازگاهی با هم دورهمی داشته باشیم یا تهرانو بگردیم، بریم گشت و گذار، دوچرخه سواری ، و در کنار هم لحظه های خوبی رو تجربه کنیم...
marziiekhdmtloo,چه عکس قشنگی🥰
mina_dbshi,@lleilaaaam یه گروه هست از معلمهای زبان شهرهای مختلف ایران. اگر دوست داشتین لطفا بگین تا لینکش رو توی دایرکت براتون بفرستم.اکثر اعضا یا تجربه هستن و خیلی دلسوزانه راهنمایی میکنن بقیه رو
shamim_asgh,سلام دخترا،من شمیم هستم،۲۷ سالمه،عاشق شعر و ادبیاتم و کتاب و فیلم،دوست دارم با دوستام گفتگوهای سازنده داشته باشم،و افراد مثبت نگر و شاد اطرافم باشن.راستی روانشناسی خوندم
behnazhajibandeh,@royamyousefzadeh زمان، زمان هميشه همه چيز نشون ميده ، تا نشون ميده محتاط تر باشيد
nazanin_rnz,نازنین هستم ، دانشجوی رشته حقوق ، دوستی رو میخوام که باهم کتاب بخونیم و از مطالعه لذت ببریم 🍃🌸
lia.shirazi,سلام عزیزم من بوخوم زندگی میکنم گرچه به هانوفر خیلی نزدیک نیست ولی تو یه کشوریم 😉به کتاب و طبیعت و به خصوص ورزش😍😍😍 علاقه دارم، دوست دارم باهات آشنا بشم،  اگر مایل بودی بیا دایرکت💃💃💃 😁😁😁
sabr.k66,عصرای اصفهان، لبِ آبی که هنوز جریان داره با دورنمای خواجو و سی و سه پل؛ خیلی با صفاس… 😄
faezesourii,یک ساله از شهر خودم مهاجر شدم به دزفول ، و تجربه سخت همراه با تلخی از بی رفیقی و دوستی و حتی پناه رو تجربه کردم در این شهر . دلم لک‌ میزنه برای رفیقی که باهاش کافه گردی کنم تو این شهر، قدم بزنیم و حرف بزنیم حتی بازارگردی های بی مقصد کنیم :)) کیک درست کنم براش ببریم عصر با چایی بخوریم ، ماچ بهت یلدا 💙
maryam_rs88,@yaldarta آره واقعا من نمیفهمم چجوری نشناخته آدما میرن دیت😬
reyhane_farsi,@_elahehooshmand جانمی جان منم شیرازم
azam129p,واقعا عشقی❤️ چقدر به موقعه بود این پست 👏👏
mahlapakdamann,@samaneh__karimian وای سمانه جون من سمت مترو توحیدم و دلم میخواد یه پایه برای پیاده روی صبح داشته باشم صبح زود 😍
mozhganbghm,یک دوست خوب و خوش فکر که همراه تفریح و گشت و گذار باشه ..بشه باهاش حرف زد و خسته نشد ..اهل کتاب و هنر و کافه گردی باشه ..شاهین شهر اصفهانم باشه دیگه  عالیه
m._la2,@samaneh__karimian عزيزم🥰 منم غرب هستم؛ خوشحال ميشم
nazi.safii,@maedeh__mlkm  به درد من و تو ميخوره 😅
arghavan_alv,@reyhane_farsi خوشوقتم🔥 دوست دارید بیشتر از خودتون بگید
_nahidzr_,@mina_dbshi شیراز انقدر کوچیکه که دوست مشترکم داریم😂😍
nedachocolate,سلام ندا هستم ۳۷ ساله، گاهی گوهردشت کرجم گاهی بلوار فردوس تهران، مجرد و ارشد صنایع دارم. دنبال یه رفیق خوبم که به هم فایده برسونیم، پایه باشه سفر یک روزه بریم، حرف بزنیم، درد دل کنیم. لطفا همسن خودم باشه ❤️
yaldarta,@avecmak_ اره فکر کن 😂😍
reginafelengifari,@shadi.e.shad 😞
_naaa_zaniiin_,@samaneh__karimian ما مرکزا دل نداریم، قول میدیم بچه خوبی باشیم😂
nyaz1982,@zohre647 من مشهدم خودم بچه ندارم کاش یه جا بودیم میاوردی جوجه رو با خواهرزاده هام بازی کنه
blue_berry1990,@_nargol سلام من پایه ام اسمم سحر دوست داشتید دایرکت با هم دوست بشیم
mina_dbshi,سلام من مینا هستم.عاشق پادکست ، کتاب،فیلم و موضوعات روانشناسی هستم.معلم زبانم .ساکن شیرازم ولی اصلا فکر نکنید چون توی یه شهر دیگه زندگی میکنید نمیتونیم با هم چت کنیم، حرف بزنیم و دوستای خوبی باشیم! اگر دوست دارین بیشتر در مورد من بدونید،پیجم باز هست و میتونید بیشتر با سلیقم آشنا بشین
3yn.ya,سلام از تهرانم فعلا سی و شش سالمه اهل مطالعه و هنر و یکم مهربونم و  یکم بیشتر راستگو و اخلاق مدار 😁 فعلا دلم دوست هایی میخواد که بتونیم راحت و بدون قضاوت کردن با هم حرف بزنیم و کمک کنیم بعدا با هم بیرون هم میریم و این جور چیزا 🌿😊
__maeeeferdowsi,اخی این چ خوبه پیدا کردن ادمهای جدید برای معاشرت 😍😍😍
arezoofara.s,سلام چه عالی 👏👏مرسی یلدا جون
pegah_psd,To cheqad khubiii akhew 😍 che khube k b daqdaqe ha jame tavajoh dari ❤️
lleilaaaam,منم به دنبال دوست های دختریم که معلم زبان یا مترجم هستند که گروه داشته باشیم و با هم اطلاعاتمون رو شر کنیم🙌
daily.saghar,دخترا بیاید یه گروه دوستانه توی تلگرام با هم بزنیم
arghavan_alv,@_elahehooshmand با کمال میل
atef.ee,@atef.ee راستی که خودم ۲۴ سالمه :))
_zeinabmahmoodi,@elahe_alz.67 @elham.ahmadi.d3
nyaz1982,@zohre647 ای خدااا چه مامان دلبری
reihaneghasemii,@lili_daily_life منممم😍
reginafelengifari,فری هستم، ساکن وین. مربی مهدکودکم. بیشتر اوقات کم حرفم. طبیعت دوست دارم و قدم زدن در شهر و نگاه کردن به آدمها و ساختمونها و رستوران گردی. لطفا اگر کسی بود مستقیم به خودم دایرکت بده.
sara_sajedi,اینکه آدم از هر قشری یه دوست داشته باشه خیلی جذابه😍
rezvan.sarmad,من دوستهای خوبی دارم اما همیشه آشنا شدن با آدم‌های جدید برام جذابه و راستش همیشه جای  دوستی که پایه سفرهای کوله گردی باشه بین دوستام خالی بوده، هرچند بنظرم این روش خیلی غریبه اونم واسه من که سخت به کسی میگم دوست، اما امتحانش میکنم. من فیلمساز مستندم، لواسون زندگی می‌کنم. دوست دارم یه جمع دوستانه اهل سفر و طبیعت گردی داشته باشم که بشه دو کلام هم از زندگی و هنر باهاشون حرف زد و الکی خندید و رقصید.
avecmak_,از همین، تو سفرای پیش رو، یه عالم زوج درمیاد 😅و من الله توفیق 😄
mahsa_kianian93,کاش از توش اکیپ های مثبت و باحال دربیاد بریم تورهای کویر و جنوب و شمال و.... 😇😎
sahar.mbn,@negaaar_nr  هلو گایز . تهرونیا حاضری بزنن ببینیم .
blue_berry1990,@aminaghaiie اینی که میگید چی هست
mayeliza1363,@zahra._.irnp کاش😢
mahlapakdamann,سلام 😍 من مهلا هستم سی سالمه ساکن تهران و مدتیه سفره ای یک روزه اقتصادی رو شروع کردم هدفم این بود که با مول یه شام مثلا چه طوری میتونم به سفر برم😍 تا حالا قزوین بابلسر قم و کاشان رو تجربه کردم 😍😍😍 و تو صفحه ام  اعلام میکنم که باهم بریم😍 و خیلی هم دوست دارم یک نفر رو پایه پیاده روی صبح داشته باشم سمت مترو توحید زندگی میکنم 😍
_nahidzr_,@samaneh__karimian وقتی رفیق قدیمیتو توی پست رفیق یابی میبینی دوباره😍❤️
pouya_omidali,@nasrinalavi81 بگو برام😂
white.morning,@maryam.gachpazani ای جانم خانوم دکتر😍چی بهتر از این همشری نازم
samaneh__karimian,@_naaa_zaniiin_ ی شب دورهمی بیا و ❤️مجلسمون گرم کن
heeizar,من راضیه هستم ولی دوستام راض یا راضی صدام میکنن ۲۴ سالمه و متولد و ساکن تهران هستم. اصالتا ترک هستیم. کارشناسی و ارشد گردشگری خوندم و عاشق ماجراجویی و سفرم.‌ نوشتن چیزیه که از بچگی همراه منه و هرچیزی برام بهونه ی خوبی برای نوشتنه مخصوصا وقتی احساس جدیدی رو تجربه کنم. آدم برونگرا و اجتماعی هستم. امکان نداره وارد جمع جدیدی بشم و با کسی دوست نشم. به نسبت میشه گفت دوستای زیادی هم دارم و داشتن دوستای بیشتر خوشحالم میکنه همیشه. چندساله زبان فرانسه میخونم و عاشق کشور فرانسه و مخصوصا پاریس ام. دیدن پاریس آرزومه که ایشالا بهش میرسم. در کنارش زبان ترکی استانبولی هم دوست دارم و دیدن سریال ترکی برای شنیدن زبانشون میشه گفت گیلتی پلژر منه :))) عاشق رنگ زرد ام. حیوونا رو دوست دارم و دوتا گربه دارم. یکیشون هفت سالشه. سالها باریستا بودم و کافه کار کردم و مدتی هم کافه داشتم. الان تو آژانس مسافرتی کارمیکنم و دوره ی تورلیدری هم گذروندم. دلم میخواد تو زندگیم بتونم دنیا رو سفر کنم و ببینم. عاشق تجربه های جدید هستم و هیچ چیز جلودارم نیست. الانم دارم کلاسای گواهینامه ی پایه دو رو میگذرونم که رانندگی ماشین سنگین یادبگیرم. رانندگی جزو لذت های خوب زندگیه برام. کافه گردی و معاشرت و مخصوصا حرف زدن حالم رو خوب میکنه. شیطونم و معمولا سر به سر بقیه میذارم. توی جمع اونی که یخ بقیه رو آب میکنه منم. خلاصه که اگر این حرفایی که زدم شبیه ادمیه که بخوای باهاش دوست بشی بیا گپ بزنیم. دختر و پسر هم نداره. 💛
alimehossine12,@zohre647 وای منم دقیقا دنبال یکی هستم پسرم با بچش دوست بشه خودم با خودش
heeizar,@avecmak_ 😂😂 قشنگ بود
nedachocolate,@nedachocolate لطفا مجرد💫
acibenamespades,"آخ جون آخ جون چه پستی :)...
من عسلم استانبول زندگی میکنم دوست پسرمم با من زندگی میکنه دوست داریم یه رفیق پایه برای گپ و گفت و بیرون و گشت  تو شهرو طبیعت و مهمونی پیدا کنم و البته هوا خوب شده و قرار گذاشتیم تنبل نباشیم و بریم کمپ که وای عالی میشه اگه پایه هم پیدا کنیمو البته من خجالتیم زیاد ممکنه حرف نزنم 😂...ترجیحا اگه رفیقم مثل خودمون وگانم باشه که بهتر و اینکه سه تا پت دارم که ممکنه بیارمشون بیرون و برام مهمه دوستام نترسن ازشون 😍....در آخرم مررررسی یلدای عزیز"
mahdiing_,@nargessjamshidi جا داشت بیشتر بنویسم😂خودمو کنترل کردم🙊
heeizar,@rezvan.sarmad وای به به بیا دوست شیم😍
niloofarwith3child,"سلام دوستاااان نیلوفر ۴۳ ساله متاهل یک پسر و دوتا دختر دارم 
عاشق کار هنری هستم تازه ساکن قزوین شدم دارم کارهای مهاجرتم رو میکنم بخاطر کرونا عقب افتاد سه ساله منتظرم 
دوستی میخوام که باهم انرژی لحظه هایخوب ردوبدل کنیم 💙🌱🤍🙋🏻‍♀️"
sadeq.beheshti99,سلام ساکن تهران و کرج سن فرقی نداره یکی باشه خوش بگذره بهمون دوست دارم آدما جدید بشناسم. من پایه مسافرتم و گشت و گذار هر کی دوست داشت میتونه با هم آشنا بشیم و کلی تجربه جالب کسب کنیم
_._ma3d3h_._,@mehrnz_7 من هستم 😍
elahe_m0hammadi,@rahaeew زودتر خوب بشید😍
_._ma3d3h_._,ارههه 😍 بچه‌های اصفهان کجان؟
arghavan_alv,@reyhane_farsi چقدر هم خوب خوشحالم منم غرب شیراز هستم (؛
maryamkashefi,من همیشه از ارتباط با آدمهای جدید میترسم.دوستای صمیمی من مال ۲۰ سال پیش هستن.ممنون یلدای عزیز که باعث میشی بیشتر به این فکر کنم که یه دوست جدید هم میتونه چقدر هیجان انگیز باشه
pouya_omidali,@maryam_rs88 آره ولی اگر اون دیت خراب بشه تو یک دوست هم از دست میدی ولی اگر بذاری رابطه فقط دوستی بمونه همیشه دوستی داری
nargessjamshidi,@mahdiing_ چقدر معرفیت رو دوست داشتم👏
